...1;FuD.Key;Nr.;Verfasser;GND..Verfasser.;VIAF..Verfasser.;EmpfÌ_nger;GND..EmpfÌ_nger.;VIAF..EmpfÌ_nger.;Datierung..JJJJ.MM.TT.;Ausstellungsort;Geonames..Ausstellungsort.;Empfangsort;Geonames..Empfangsort.;Vorlage;VollstÌ_ndigkeit.des.Archivals;ErlÌ_uterung.UnvollstÌ_ndigkeit;Umfang.in.Seiten;Anfang.des.Briefes;Inhaltliche.Stichpunkte;Weitere.Personen;GND..Weitere.Personen.;VIAF..Weitere.Personen.;Orte;Geonames..Orte.;SchlagwÌ¦rter;Weitere_Pers1_genre;Weitere_Pers2_genre;Verfasser1_gender;Verfasser2_gender
6732;CdS-b1-07ty;CdS/30/021-022;Thurot, Jean-FranÌ¤ois;http://d-nb.info/gnd/117627445;http://viaf.org/viaf/193518763;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1813-07-02;Paris;https://www.geonames.org/2988507;NA;NA;Abschrift;vollstÌ_ndig;NA;3;M'avez-vous donc tout ÌÊ fait oubliÌ©, Madame, ou bien voulez-vous me punir;Schweigen der CdS und Hoffnung, dass nur ihre verschiedenen Zerstreuungen der Grund dafÌ_r sind. Sorge des T. RÌ_ckkehr der CdS nach Paris. Erfolgreiche ÌÏbersetzung eines Werks des GinguenÌ© und dadurch Hoffnung auf seine Berufung ans CollÌ¬ge de France. UnwÌ_rdige Kandidatur von Tissot und Lemaire. Bitte um Brief der CdS.;"Tissot, Pierre-FranÌ¤ois; GinguenÌ©, Pierre-Louis; Lemaire, Charles";"http://d-nb.info/gnd/115664130; http://d-nb.info/gnd/119365103; http://d-nb.info/gnd/116890878";"http://viaf.org/viaf/73901929; http://viaf.org/viaf/2470889; http://viaf.org/viaf/40141579";NA;NA;"Gelehrte Gesellschaft; Briefpartner/Werk";NA;NA;Male;NA
6750;CdS-b1-07wr;CdS/16/019-020;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1822-01-07;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;3;"ChÌ¬re sÒur, tu es tombÌ©e des nues, dis-tu, en lisant la lettre de Charles;";CdS‰Ûª ÌÏberraschung nach LektÌ_re von Charles‰Ûª Brief [nicht vorhanden]. Ts Erstaunen Ì_ber CdS‰Ûª MutmaÌÙungen zu Ts angeblichen finanziellen Verhandlungen mit einem BuchhÌ_ndler. Enges geschwisterliches VerhÌ_ltnis verlangt eine Nachfrage und keine Spekulationen. Verweis auf einen Brief des Adolphe, aus dem die tatsÌ_chlichen HintergrÌ_nde hervorgehen. Seit Verhandlungen zu ‰Û_PolyclÌ¬te‰ÛÏ nur noch ein kurzer Kontakt mit Verleger Maradan. Maradan im Besitz von ‰Û_Le singe‰ÛÏ von Lafontaine. Bitte um Abschrift des entsprechenden Satzes aus Charles‰Ûª Brief, der das MissverstÌ_ndnis verursacht hat. Ermahnung an CdS, in Zukunft weniger leichtfertig zu glauben. Das Essen zum DreikÌ¦nigstag unter dem Eindruck der groÌÙen VerÌ_rgerung Ì_ber CdS‰Ûª Brief. Vorhaben, mit CdS persÌ¦nlich zu sprechen. Ts Umgang mit den Werken des gemeinsamen Vaters. GrÌ_ÌÙe an SRD. Bitte um RÌ_cksendung des Briefs von Adolphe.;"ThÌ©is, Charles Constant de; La Fontaine, Jean de; ThÌ©is, Adolphe de; ThÌ©is, Marie Alexandre de (Vater der CdS); Maradan, Monsieur (Verleger)";"http://d-nb.info/gnd/117624365; http://d-nb.info/gnd/11856868X; n/a; http://d-nb.info/gnd/123591031; n/a";"http://viaf.org/viaf/794527; http://viaf.org/viaf/31998552; n/a; http://viaf.org/viaf/63995993; n/a";NA;NA;"Wirtschaft/Finanzen; Freundschaft; Buchhandel/Verleger";male;female;Male;NA
6752;CdS-b1-07wm;CdS/16/009-012;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1821-10-24;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;5;ChÌ¬re bonne soeur, je ne t'ai pas Ì©crit depuis quelque temps pour bien des raisons;Ts Arbeitsbelastung aufgrund der Abreise des PrÌ_fekten. Freude Ì_ber Artikel von Dussault im ‰Û_Journal des dÌ©bats‰ÛÏ und im ‰Û_Moniteur‰ÛÏ Ì_ber sein Werk. Korrektur der Druckfahnen. Auf Anraten der CdS schickt T. Briefe an Duval, Barbier, LanglÌ¬s und Lemontey. ÌÏberzeugung, dass in dieser Angelegenheit Unbekannte mehr helfen kÌ¦nnen als Freunde. Brief an Drais. Auflistung der Personen, an die er sein Werk schicken wird. Abschluss einer groÌÙen Angelegenheit und Hoffnung, dass sich daraus fÌ_r ihn Vorteile ergeben. Niederkunft seiner SchwÌ_gerin. Ts Gesundheitszustand. Neuigkeiten von seinen Kindern. Freude Ì_ber Reise der CdS in das belebte Aachen. Wunsch, dass CdS nach Paris zurÌ_ckkommt. ErklÌ_rungen zu seinem Verhalten bezÌ_glich seines Titels (Baron). ÌÏberlegungen Ì_ber die Zukunft der Enkel der CdS. Wohltuende Wirkung des Wassers.;"Barbier, Antoine-Alexandre; Duval, Amaury, eigentl. Charles-Alexandre-Amaury Pineux; LanglÌ¬s, Louis-Mathieu; LÌ©montey, Pierre-Ìädouard; ThÌ©is, Charles Constant de; Drais, Pierre (Vertrauensmann der CdS); ThÌ©is, Adolphe de; Dussault, Jean Joseph; ThÌ©is, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS); ThÌ©is, JosÌ©phine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/116051795; http://d-nb.info/gnd/116258659; http://d-nb.info/gnd/116725087; http://d-nb.info/gnd/115628037; http://d-nb.info/gnd/117624365; http://d-nb.info/gnd/1188442287; n/a; http://d-nb.info/gnd/10011752X; n/a; n/a";"http://viaf.org/viaf/7386511; http://viaf.org/viaf/59072566; http://viaf.org/viaf/32118316; http://viaf.org/viaf/49257739; http://viaf.org/viaf/794527; http://viaf.org/viaf/24156073846353862446; n/a; http://viaf.org/viaf/19687461; n/a; n/a";Aachen;https://www.geonames.org/3247449;"Adel; Briefpartner/Werk; Wirtschaft/Finanzen";NA;NA;Male;NA
6753;CdS-b1-07wy;CdS/16/023-024;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1822-02-08;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;3;ChÌ¬re bonne sÒur, je t‰Ûªenvoye les lettres de ce mÌ©decin d‰ÛªAuxonne, parce qu‰Ûªil est nÌ©cessaire;Zusendung der Briefe eines Arztes aus Auxonne. CdS‰Ûª Urteil Ì_ber dessen Forderungen? Weiterleitung an Vingtain. Vingtains Forderungen. CdS‰Ûª erste Reise nach Aachen nach fast drei Jahren der ZurÌ_ckgezogenheit in Dyck. Ts Gefallen an Ruhe und NÌ_he zur Natur in Dyck. Heilwasser und seine Wirkungen. Unbesetzter Posten des PrÌ_fekten fÌ_hrt zu SchwÌ_chung der AutoritÌ_t. Wahrscheinlich Ts Ì_bergangsweise Einsetzung als PrÌ_fekt. Seine FÌ_hrungsqualitÌ_ten. CdS‰Ûª Geschenk fÌ_r ihre Nichte Finette, das dem letzten Brief nicht beilag. Geschenke der Finette fÌ_r ihre Cousins in Dyck? GrÌ_ÌÙe an SRD. Krankheit seiner Frau. Bitte um Berichte aus Aachen.;"ThÌ©is, Charles Constant de; Francq, drei Enkel der CdS; Vingtain, Monsieur (Notar in Paris); ThÌ©is, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS); ThÌ©is, JosÌ©phine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/117624365; n/a; n/a; n/a; n/a";"http://viaf.org/viaf/794527; n/a; n/a; n/a; n/a";"Dyck (Schloss), Gde. JÌ_chen; Auxonne";"https://www.geonames.org/2894637; https://www.geonames.org/3035828";"Karriere/-fÌ¦rderung; Landleben/Provinzleben; Stadtleben; Gesundheit/Krankheit";male;NA;Male;NA
6760;CdS-b1-07yz;CdS/16/047-049;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1822-09-02;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;4;"ChÌ¬re sÒur, tes lettres sont rares, et je m'en inquiÌ¬te; quand toi et moi Ì©tions dans cet Ì¢ge";Sorge Ì_ber seltene Briefe der CdS angesichts ihres nicht mehr jungen Alters. ÌÏberraschende Ankunft des Adolphe, der aufgrund einer Erkrankung frÌ_her Urlaub bekam. Dessen gute Entwicklung. Gelungene ÌÏbersetzung eines Romans aus dem Deutschen durch Charles. Gut verlaufender Conseil gÌ©nÌ©ral. Lob seines ‰Û_PolyclÌ¬te‰ÛÏ. Wunsch, seine Stelle noch ein paar Jahre bis zu seiner Pensionierung zu behalten. AufwÌ_ndiger Unterhalt des Schlosses Aventure, aber T. hÌ_ngt sehr daran. Erinnerung an seine Kindheit mit CdS und die dort genossene Erziehung. Ts damalige LektÌ_ren und deren Einfluss auf seine Person. Erfolgreiches Leben des T. und der CdS und Erinnerungen im Alter. Vielversprechende AnfÌ_nge der D. Gay.;"ThÌ©is, Charles Constant de; ThÌ©is, Adolphe de; ThÌ©is, Marie Alexandre de (Vater der CdS); Girardin, Delphine de, geb. Gay, Pseudonym: Charles de Launay";"http://d-nb.info/gnd/117624365; n/a; http://d-nb.info/gnd/123591031; http://d-nb.info/gnd/100796303";"http://viaf.org/viaf/794527; n/a; http://viaf.org/viaf/63995993; http://viaf.org/viaf/24601979";Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;"Briefpartner/Werk; Karriere/-fÌ¦rderung";male;male;Male;NA
6763;CdS-b1-07ys;CdS/16/033-035;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1822-04-16;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;4;ChÌ¬re bonne soeur, depuis plus de 8 jours, je dis chaque matin que je vais t'Ì©crire, et il m'a Ì©tÌ© impossible, jusqu'ÌÊ ce moment, de trouver une heure de libertÌ©.;Ts Arbeitsbelastung. Vertretung des PrÌ_fekten in seiner Abwesenheit. Unterbringung des PrÌ_fekten in Aventure wÌ_hrend einer Reise. Verschiedene Reisen des PrÌ_fekten. Dadurch hat T. kaum freie Zeit. Bedauern, CdS erst im Sommer sehen zu kÌ¦nnen. Rat an CdS, ihre DiÌ_t zu befolgen und BÌ_der in Aachen zu nehmen. Ein MissverstÌ_ndnis zwischen T. und CdS.: T. wollte CdS beraten vor dem Hintergrund seiner Kenntnisse Frankreichs, ihr aber nicht eine Verhaltensweise vorschreiben. Wunsch, offen und direkt mit CdS zu kommunizieren. Aufenthalt mit seiner Tochter in Aventure. Trockenheit. Elend auf dem Land. Getreidepreise. Pflanzungen und Verbesserungsarbeiten in Aventure. Freude Ì_ber Erhalt von Pflanzen aus Dyck.;Floirac, Jacques-Ìätienne de La Grange-Gourdon, comte de;http://d-nb.info/gnd/1031748733;http://viaf.org/viaf/215034736;Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;"Botanik/Gartenkunst; Landleben/Provinzleben; Reise/MobilitÌ_t";NA;NA;Male;NA
6771;CdS-b1-07zi;CdS/16/077-079;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1825-09-10;Dyck (Schloss), Gde. JÌ_chen;https://www.geonames.org/2894637;NA;NA;Abschrift;vollstÌ_ndig;NA;4;Tu seras peut-Ì»tre Ì©tonnÌ© de ne pas entendre parler de moi, cher frÌ¬re, j‰Ûªattendais toujours;T.s Roman noch immer nicht erhalten. Positives Urteil des Barbier zu T.s neuem Werk. CdS‰Ûª Gesundheit. Entwicklung der Enkel, temperamentvoller Charakter des Constant. Notwendigkeit, die Kinder bald in ein Pensionat zu geben. Besitzungen der Enkel in Coucy. Rolle der Madame de Montigeaux und des Monsieur Carlier. Prozess der CdS in Tours, Unzufriedenheit ihres Anwalts, Taktik der Erben Pipelet. Drais‰Ûª Begeisterung fÌ_r [CdS‰Ûª Nichte] JosÌ©phine, deren auÌÙerordentliche Begabung. Erkundigung nach T.s Familie. SRDs bevorstehende Reise nach Koblenz, wo er den KÌ¦nig treffen wird. CdS‰Ûª Entscheidung dagegen. Zusendung eines PortrÌ_ts der CdS. PS: Soeben Erhalt seines letzten Briefs. Klage Ì_ber T.s VerÌ¦ffentlichung von Aussagen zu Schloss Dyck, die CdS als zu persÌ¦nlich empfindet. Verweis auf T.s VerÌ¦ffentlichung zur Scheidung, die CdS ebenfalls sehr getroffen hat. Bitte, behutsamer mit persÌ¦nlichen Dingen umzugehen und CdS vor entsprechenden VerÌ¦ffentlichungen um ihre Meinung zu bitten. VerÌ_rgerung Ì_ber Drais, der ihr T.s Roman noch immer nicht zugesandt hat. Vorbereitung ihres Werks Ì_ber Deutschland (‰Û_Des Allemands comparÌ©s aux FranÌ¤ais‰ÛÏ). CdS‰Ûª verlorener Rechtsstreit. TÌ¦tungsdelikt Courier de MÌ©rÌ©.;"Francq, Constant de; Francq, Alexandre de; Drais, Pierre (Vertrauensmann der CdS); Friedrich Wilhelm III., KÌ¦nig von PreuÌÙen; Scott, Walter; Courier de MÌ©rÌ©, Paul-Louis; Francq, drei Enkel der CdS; Pipelet de Montizeaux, Emilie Marie (SchwÌ_gerin von Jean-Baptiste Pipelet); ThÌ©is, JosÌ©phine de, verh. Saint-Cricq, gen. Finette";"n/a; n/a; http://d-nb.info/gnd/1188442287; http://d-nb.info/gnd/118535986; http://d-nb.info/gnd/118612409; http://d-nb.info/gnd/118670255; n/a; n/a; n/a";"n/a; n/a; http://viaf.org/viaf/24156073846353862446; http://viaf.org/viaf/774683; http://viaf.org/viaf/95207079; http://viaf.org/viaf/5724843; n/a; n/a; n/a";"Dyck (Schloss), Gde. JÌ_chen; Coucy";"https://www.geonames.org/2894637; https://www.geonames.org/3023363";"CdS: Des Allemands comparÌ©s aux FranÌ¤ais (1826?); Briefpartner/Werk; Familie/Familienrecht";male;male;Female;NA
6772;CdS-b1-0806;CdS/16/109-110;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1826-01-29;Paris;https://www.geonames.org/2988507;NA;NA;Abschrift;vollstÌ_ndig;NA;2;Je reÌ¤ois ÌÊ l‰Ûªinstant ta lettre, cher frÌ¬re, et j‰Ûªy rÌ©ponds de suite d‰Ûªabord parce que je pense qu‰Ûªil n‰Ûªy a pas un moment;Bitte an T., dem Wunsch nach Entlassung des BÌ_rgermeisters von Viels-Maisons (wo Ladoucette lebt) stattzugeben. Beigelegter Konflikt zwischen T. und CdS, MissverstÌ_ndnisse, CdS‰Ûª geschwÌ_chter Zustand. Besondere Bedeutung der Beziehung unter Geschwistern. Baldiges Treffen in Paris. PS: Schwere ErkÌ_ltung der CdS.;Ladoucette, Jean Charles FranÌ¤ois, baron de;http://d-nb.info/gnd/116643919;http://viaf.org/viaf/89245444;Viels-Maisons;https://www.geonames.org/2969288;Freundschaft;female;NA;Female;NA
6773;CdS-b1-07zu;CdS/16/095-098;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1825-11-27;Dyck (Schloss), Gde. JÌ_chen;https://www.geonames.org/2894637;NA;NA;Abschrift;vollstÌ_ndig;NA;6;Je reÌ¤ois ta lettre, cher frÌ¬re, et je suis bien fÌ¢chÌ©e de t‰Ûªen avoir envoyÌ© une hier par Drais;Dank fÌ_r Brief. Erneute Bezugnahme auf die Auseinandersetzung zwischen CdS und T. VorwÌ_rfe der CdS: T.s VerÌ¦ffentlichung Ì_ber Ehescheidung, T.s Ratschlag an CdS, nach Minettes Tod in Dyck zu bleiben, T.s Vorschlag, die Enkel in die Obhut eines ihnen nicht wohlgesonnenen Vormundes zu geben. Freude an T.s Erfolgen, aber groÌÙe EnttÌ_uschung Ì_ber dessen unsensible Art und seine mangelnde Anteilnahme. Wunsch nach Beilegung der Streitigkeiten. T.s neueste VerÌ¦ffentlichung. Verweis auf die verstorbene Mutter. [Fortsetzung 1825-11-27:] Bitte, zu seinem natÌ_rlichen Charakter zurÌ_ckzukehren. Eindruck des Publikums, T. schildere in seinem neuen Werk eigene Erfahrungen.;"LÌ©montey, Pierre-Ìädouard; ThÌ©is, Adolphe de; ThÌ©is, Anne Marie de, geb. Quillau (Mutter der CdS); Francq, drei Enkel der CdS";"http://d-nb.info/gnd/115628037; n/a; n/a; n/a";"http://viaf.org/viaf/49257739; n/a; n/a; n/a";NA;NA;"Briefpartner/Werk; Freundschaft";NA;male;Female;NA
6774;CdS-b1-07zg;CdS/16/073-075;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1825-06-20;Dyck (Schloss), Gde. JÌ_chen;https://www.geonames.org/2894637;NA;NA;Abschrift;vollstÌ_ndig;NA;4;"J‰Ûªai reÌ¤u ta lettre, il y a quelques jours, cher frÌ¬re; j‰Ûªai depuis travaillÌ©";Erhalt seines Briefs. Verletzung am Bein. Missstimmung zwischen CdS und T. und Wunsch der CdS nach einer Aussprache. Anlass: T.s ÌãuÌÙerungen zur Scheidung in einer seiner VerÌ¦ffentlichungen. Angreifbarkeit durch Scheidung, mangelnde gesellschaftliche Verankerung, moralische Zweifelhaftigkeit. Ratschlag an T. Leihgabe des Werks T.s an Villenave, dessen Antwortschreiben. T.s Erwiderung? Bitte um RÌ_cksendung des Briefs. Bitte um Briefe mit vertraulichem Inhalt. Klage Ì_ber schlechtes Wetter und Auswirkungen auf die Landwirtschaft. Vormundschaft des Saint-Mars fÌ_r CdS‰Ûª Enkel beendet. Bitte um Nachrichten vom Kabinettsumbau. Schwierige Situation fÌ_r T.s Tochter JosÌ©phine.;"Villenave, Mathieu-Guillaume-ThÌ©rÌ¬se; Saint-Mars, gÌ©nÌ©ral vicomte de (Bruder der SchwÌ_gerin der CdS); ThÌ©is, JosÌ©phine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/117702587; n/a; n/a";"http://viaf.org/viaf/2587165; n/a; n/a";NA;NA;"Briefpartner/Werk; Frankreich - Politik; Freundschaft";NA;NA;Female;NA
6775;CdS-b1-07z4;CdS/16/057-058;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1824-11-16;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;2;ChÌ¬re sÒur, depuis quinze jours mon patron Ì©tat en tournÌ©e, j'avais sa besogne ÌÊ faire;ZusÌ_tzliche Arbeitsbelastung des T. wÌ_hrend der Abwesenheit seines Vorgesetzten. Ts Alter, sein daraus resultierender Blick auf die Dinge und seine Position. Ts Zufriedenheit mit seinem zurÌ_ckgekehrten Sohn Adolphe. Zusammentreffen mit CdS. Bitte um Neuigkeiten.;ThÌ©is, Adolphe de;NA;NA;NA;NA;Alter/Jugend;male;NA;Male;NA
6776;CdS-b1-080d;CdS/16/112-113;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1826-02-13;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;2;ChÌ¬re bonne sÒur, je te remercie de songer, dans l'Ì©tat de souffrance oÌ_ tu es encore;Dank fÌ_r Nachricht der CdS. Freude Ì_ber ihren verbesserten Gesundheitszustand nach einem Fieber. CdS muss ihre KrÌ_fte zurÌ_ckgewinnen. Vorfreude auf ein Wiedersehen.;Simon(s), Mademoiselle;NA;NA;NA;NA;Gesundheit/Krankheit;NA;NA;Male;NA
6780;CdS-b1-080t;CdS/16/133;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1826-10-17;Dyck (Schloss), Gde. JÌ_chen;https://www.geonames.org/2894637;NA;NA;Abschrift;vollstÌ_ndig;NA;1;Je veux joindre ce billet ÌÊ un paquet que j‰Ûªenvois [sic] ÌÊ Drais, cher frÌ¬re, pour te prier;Neuigkeiten von Adolphe? SRD zur Versammlung nach DÌ_sseldorf, Unterbringung bei Anwalt der Familie, Evelt. CdS‰Ûª Reise nach Paris im Anschluss an ihren Geburtstag. Vorhaben, die Enkel in ein Pensionat zu geben. Zusendung eines Textauszugs aus ihrem Werk Ì_ber die Deutschen, das dem Zeitgeist zu entsprechen scheint. Erste ÌÏbersetzungen und Verbreitung auch in den Niederlanden.;"Salm-Reifferscheidt-Dyck, Joseph FÌ_rst und Altgraf zu (SRD); ThÌ©is, Adolphe de; Evelt, Christian (Rechtsanwalt in DÌ_sseldorf); Francq, drei Enkel der CdS";"http://d-nb.info/gnd/1159074453; n/a; http://d-nb.info/gnd/117736961; n/a";"http://viaf.org/viaf/1847152636116120051820; n/a; http://viaf.org/viaf/54933372; n/a";DÌ_sseldorf;https://www.geonames.org/2934246;"CdS: Des Allemands comparÌ©s aux FranÌ¤ais (1826?); Constance de Salm - Rezeption; Sprachen/-unterricht";male;male;Female;NA
6781;CdS-b1-080i;CdS/16/119-121;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1826-06-03;Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;NA;NA;Abschrift;vollstÌ_ndig;NA;4;ChÌ¬re bonne sÒur, je voulais t'Ì©crire de jour en jour, et j'ai diffÌ©rÌ© jusqu'ÌÊ mon arrivÌ©e ici;Ts Aufenthalt in Aventure. Stationen der Dauphine bei ihrem Aufenthalt in der Gegend. Ihr allgemeines Interesse und positiv hinterlassener Eindruck der Dauphine. DiesbezÌ_gliche Einzelheiten. Ts ÌÏberraschung, als er in Verviers in einer Sammlung von Gipsmedaillons (Darstellung von GÌ¦ttinnen, Heldinnen, Herrscherinnen) auch das Bildnis der CdS oder einer ihr Ì_hnelnden Person entdeckt.;Marie-ThÌ©rÌ¬se de France, duchesse d'AngoulÌ»me, spÌ_ter dauphine de France;http://d-nb.info/gnd/142707007;http://viaf.org/viaf/34393130;"Chauny; Laon; Verviers; La FÌ¬re; Aventure / L'Aventure (Schloss), Gde. Chauny";"https://www.geonames.org/3025860; https://www.geonames.org/3007477; https://www.geonames.org/2784821; https://www.geonames.org/3009526; https://www.geonames.org/3025860";"Bildende Kunst; Reise/MobilitÌ_t";NA;NA;Male;NA
6782;CdS-b1-081c;CdS/16/158-159;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1827-08-11;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;3;ChÌ¬re sÒur, je sors ÌÊ l'instant de chez ton avouÌ© et pendant que j'ai dans la mÌ©moire;Wiedergabe eines GesprÌ_chs mit dem Anwalt der CdS. FÌ_r die zu niedrige SchÌ_tzung der Nacherbschaft ist das Gericht in Tours zustÌ_ndig. Kein Einfluss auf den Verkauf. T. war nicht in Paris. Keine GeheimniskrÌ_merei, T. spricht nicht gerne Ì_ber seine Werke vor der VerÌ¦ffentlichung. Vergangene Zusendung eines Pergaments mit farbigen Wappen an CdS, die er fÌ_r einen Stempel brauchte. AufwÌ_ndige Vorbereitung des kÌ¦niglichen Aufenthalts in Laon. Unklare von CdS angesprochene GerÌ_chte. SchÌ_tzung des Hauspreises.;Charles X, KÌ¦nig von Frankreich;http://d-nb.info/gnd/118776770;http://viaf.org/viaf/96583780;"Laon; Tours";"https://www.geonames.org/3007477; https://www.geonames.org/2972191";"Adel; Briefpartner/Werk; Wirtschaft/Finanzen";NA;NA;Male;NA
6783;CdS-b1-080v;CdS/16/136-137;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1826-11-22;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;2;ChÌ¬re bonne sÒur, j'attends chaque jour une lettre de toi;Vermutlicher Aufenthaltsort der CdS ist Paris und nicht mehr Dyck. RÌ_ckkehr des Charles nach einer angenehmen Reise. Freude Ì_ber Brief von Adolphe, der sich im Auftrag von BouillÌ© im Inneren der Insel aufhÌ_lt. Adolphes zufriedenstellender Aufenthalt. Bitte um Neuigkeiten von CdS. Ts ZeitungslektÌ_re: PreuÌÙische ersetzen die franzÌ¦sischen Gesetze.;"ThÌ©is, Charles Constant de; Drais, Pierre (Vertrauensmann der CdS); ThÌ©is, Adolphe de; BouillÌ©, gÌ©nÌ©ral de (Vorgesetzter des Adolphe de ThÌ©is bei dessen Martinique-Expedition)";"http://d-nb.info/gnd/117624365; http://d-nb.info/gnd/1188442287; n/a; n/a";"http://viaf.org/viaf/794527; http://viaf.org/viaf/24156073846353862446; n/a; n/a";NA;NA;"Deutschland - Politik; Reise/MobilitÌ_t";male;male;Male;NA
