"";"id";"main_num";"Nr.";"Verfasser";"Verfasser_1genre";"Verfasser_2genre";"Empfänger";"Datierung..JJJJ.MM.TT.";"Ausstellungsort";"Umfang.in.Seiten";"Anfang.des.Briefes";"Weitere.Personen";"Orte";"Schlagwörter"
"64";99;"main2";"CdS/02_3/311-312";"Salm, Constance de (CdS)";"Female";"Female";"Villenave, Mathieu-Guillaume-Thérèse";1828-10-15;"Dyck (Schloss), Gde. Jüchen";3;"Vous allez être bien étonné, Monsieur, de recevoir une si prompte réponse à votre dernière lettre;";"Dauriat, Louise; Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS); Villenave, Théodore; Jullien de Paris, Marc-Antoine; El Cid, eigentlich: Rodrigo Diaz de Vivar";NA;"Literarisches Geschehen/Neuerscheinung; Theater; Gesundheit/Krankheit"
"65";101;"main3";"CdS/02_4/012";"Salm, Constance de (CdS)";"Female";"Female";"Ladoucette, Jean Charles François, baron de";1829-03-09;"Paris";1;"Je me sens malade, de mauvaise humeur, et je me souviens tout à coup que je ne vous ai pas parlé";"Duval, Alexandre, eigentl. Alexandre-Vincent Pineux; Duval, Amaury, eigentl. Charles-Alexandre-Amaury Pineux";NA;"CdS: Pensées (1829, 1835, 1846)"
"66";102;"main3";"CdS/02_4/035-036";"Salm, Constance de (CdS)";"Female";"Female";"Vernéjoul, Monsieur de";1829-04-16;"Paris";3;"C’est avec beaucoup de plaisir, Monsieur, que j’ai appris par vous le mariage de Mademoiselle votre fille.";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Constant de; Francq, drei Enkel der CdS; Beaufort, J. G. (Inhaber einer Druckerei in Aachen, imprimeur de la Préfecture); Ludwig I. von Baden, Großherzog; Dahmen, Herr (Arzt); Funke, Wilhelm (Gartendirektor Dyck); Heinsberg, Herr von; Somnitz, Herr (von?); Sontag, Henriette";"Aachen; Brüssel";"CdS: Pensées (1829, 1835, 1846); Frankreich - Politik; Salon/Gesellschaften; Theater; Frankreich - Wahrnehmung; Ehe/Liebe; Erziehung/Pädagogik; Familie/Familienrecht"
"67";103;"main2";"CdS/02_3/330-331";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS)";1828-12-28;"Aachen";3;"J’ai reçu il y a quelques jours votre très bonne lettre, ma chère sœur, je reçois à l’instant celle de mon frère";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS); Théis, Charles Constant de; Friedrich Wilhelm III., König von Preußen; Théis, Adolphe de; Francq, drei Enkel der CdS; Saint-Mars, général vicomte de (Bruder der Schwägerin der CdS); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";NA;"Gesellschaftliches Leben; Familie/Familienrecht"
"68";104;"main3";"CdS/02_4/020";"Salm, Constance de (CdS)";"Female";"Female";"Ladoucette, Jean Charles François, baron de";1829-03-29;"Paris";1;"Voici trois exemplaires que je n’ai pu vous donner hier soir, Monsieur le baron, parce que je venais";"Raboteau, Pierre Paul";NA;"CdS: Pensées (1829, 1835, 1846); Gesellschaftliches Leben"
"69";105;"main3";"CdS/02_4/021";"Salm, Constance de (CdS)";"Female";"Female";"Ladoucette, Jean Charles François, baron de";1829-03-31;"Paris";1;"Vous n’êtes pas venu hier, Monsieur le baron, j’en étais fâchée";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Jullien de Paris, Marc-Antoine";NA;NA
"70";106;"main3";"CdS/02_4/037";"Salm, Constance de (CdS)";"Female";"Female";"Ladoucette, Jean Charles François, baron de";1829-04-17;"Paris";1;"L’article a besoin d’être recopié; j’en veux aussi parler avant de la donner.";NA;NA;NA
"71";107;"main3";"CdS/02_4/040";"Salm, Constance de (CdS)";"Female";"Female";"Girardin, Émile de";1829-04-21;"Paris";1;"La Princesse de Salm remercie Monsieur Émile de Girardin du prospectus qu’il lui a envoyé";NA;NA;"CdS: Pensées (1829, 1835, 1846); Briefpartner/Werk"
"72";108;"main3";"CdS/02_4/018";"Salm, Constance de (CdS)";"Female";"Female";"Andrieux, François";1829-03-27;"Paris";1;"Je prie mon ancien ami, Monsieur Andrieux, de lire dans ses moments perdus, mais quand il sera sûr de n’être pas interrompu, le petit volume";"Berville, Saint-Albin";NA;"CdS: Poésies (1811, 1817², 1835³); Freundschaft"
"73";109;"main3";"CdS/02_4/043-044";"Salm, Constance de (CdS)";"Female";"Female";"Babois, Marguerite Victoire";1829-04-28;"Paris";2;"Je me serais empressée, Madame, de répondre à la lettre aussi flatteuse que touchante que j’ai reçue";NA;NA;"Alter/Jugend; Freundschaft; Tod/Trauer"
"74";110;"main3";"CdS/02_4/024";"Salm, Constance de (CdS)";"Female";"Female";"Marrast, Armand";1829-04-02;"Paris";1;"La Princesse de Salm enverra ce matin à Messieurs les rédacteurs de la „Psyché“ deux pièces de vers imprimés";NA;NA;"Constance de Salm - Vermarktung; CdS: Stances sur le romantique et la vieille école (1824); CdS: Pensées (1829, 1835, 1846)"
"75";112;"main3";"CdS/02_4/080";"Salm, Constance de (CdS)";"Female";"Female";"Mirault, Monsieur (Claude-François?, Mitglied des Athénée des arts)";1829-07-02;"Dyck (Schloss), Gde. Jüchen";2;"J’ai dit à Monsieur Drais, Monsieur, de vous aller voir de ma part et de vous engager à m’écrire.";"Laya, Aglaé, in zweiter Ehe Comte; Ponce, Nicolas; Drais, Pierre (Vertrauensmann der CdS); Viennet, Madame; Jomard, Jeanne Marguerite, geb. Bonin";"Russland; Türkei";"Wohnen/Haushalt; Gesellschaftliches Leben; Europa - Politik"
"76";113;"main3";"CdS/02_4/083";"Salm, Constance de (CdS)";"Female";"Female";"La Fayette, Joseph du Motier, marquis de";1829-07-15;"Dyck (Schloss), Gde. Jüchen";1;"J’ai trouvé ici, Général, à mon retour d’un petit voyage, la lettre que Monsieur d’Asfeld m’a fait passer de votre part.";"Asfeld, L. C. d'";NA;"CdS: Pensées (1829, 1835, 1846); Constance de Salm - Rezeption"
"77";114;"main3";"CdS/02_4/065-066";"Salm, Constance de (CdS)";"Female";"Female";"Barbier, Louis-Nicolas";1829-05-19;"Paris";2;"Je viens d’examiner, Monsieur, les copies que Monsieur Drais a faites, depuis que je suis ici, de quelques unes de mes lettres";"Barbier, Antoine-Alexandre; Raboteau, Pierre Paul ; Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Raboteau, Paul Étienne; Francq, Constant de; Drais, Pierre (Vertrauensmann der CdS)";"Aachen; Dyck (Schloss), Gde. Jüchen";"CdS: Pensées (1829, 1835, 1846); Constance de Salm - Rezeption; Landleben/Provinzleben; CdS: Mémoires (Publikationsvorhaben)"
"78";115;"main3";"CdS/02_4/047-048";"Salm, Constance de (CdS)";"Female";"Female";"Ladoucette, Jean Charles François, baron de";1829-05-04;"Paris";2;"L’accueil fait à votre rapport et à mes „Pensées“ m’a extrêmement flattée, Monsieur le Baron;";"Paganel, Camille; Villenave, Mathieu-Guillaume-Thérèse";NA;"CdS: Pensées (1829, 1835, 1846); Gelehrte Gesellschaft; Presse"
"79";116;"main3";"CdS/02_4/074";"Salm, Constance de (CdS)";"Female";"Female";"Ritz, Wilhelm";1829-06-05;"Dyck (Schloss), Gde. Jüchen";1;"Mon mari vous écrit pour affaires, Monsieur, et je veux joindre un mot à sa lettre.";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD)";NA;"CdS: Pensées (1829, 1835, 1846); Constance de Salm - Rezeption; Gesundheit/Krankheit"
"80";117;"main3";"CdS/02_4/061-062";"Salm, Constance de (CdS)";"Female";"Female";"Courier, Esther Etienne Herminie, geb. Clavier";1829-05-12;"Paris";2;"Voici, Madame, les copies de lettres que j’ai promises à Madame votre mère; il y en a sept";"Clavier, Étienne; Clavier, Madame (Mutter der Esther Courier)";NA;"Briefpartner/Werk"
"81";118;"main3";"CdS/02_4/060-061";"Salm, Constance de (CdS)";"Female";"Female";"Viennet, Jean-Pons-Guillaume";1829-05-07;"Paris";2;"N’ayant pas vu hier, Monsieur Viennet, et n’étant pas sûre d’être libre tous ces jours-ci, je lui propose";NA;NA;"Gesellschaftliches Leben"
"82";119;"main3";"CdS/02_4/114-115";"Salm, Constance de (CdS)";"Female";"Female";"Salis, Sophie de, verh. baronne de Triqueti";1829-10-12;"Dyck (Schloss), Gde. Jüchen";3;"J’ai reçu votre lettre il y a quelques jours, Madame et amie, et je m’empresse de vous répondre pour vous dire";NA;"Aachen";"CdS: Correspondance (Editionsvorhaben); Landleben/Provinzleben; CdS: Édition générale bzw. oeuvres choisies (Publikationsvorhaben ab 1825); CdS: Mémoires (Publikationsvorhaben)"
"83";120;"main3";"CdS/02_4/120";"Salm, Constance de (CdS)";"Female";"Female";"Simon(s), Monsieur";1829-11-19;"Aachen";1;"Je suis ici depuis quelque temps, Monsieur, et je me propose de partir pour Paris";NA;NA;"Briefpartner/Werk"
"84";121;"main3";"CdS/02_4/091-092";"Salm, Constance de (CdS)";"Female";"Female";"Boucharlat, Jean-Louis";1829-07-23;"Dyck (Schloss), Gde. Jüchen";3;"Monsieur Drais m’a écrit, Monsieur, qu’il vous avait rencontré et que vous vous proposiez de m’écrire";"Waldor, Mélanie, geb. Villenave; Villenave, Mathieu-Guillaume-Thérèse; Drais, Pierre (Vertrauensmann der CdS); La Fontaine, Jean de; Ladoucette, Jean Charles François, baron de; Lebrun Pindare, eigentl. Ponce-Denis Écouchard-Lebrun; Plancy, Amélie de, geb. de Ladoucette; Boucharlat, Madame";NA;"CdS: Poésies (1811, 1817², 1835³); CdS: Pensées (1829, 1835, 1846); Gelehrte Gesellschaft; Briefpartner/Werk; Constance de Salm - Rezeption; Literarisches Geschehen/Neuerscheinung"
"85";122;"main3";"CdS/02_4/121-122";"Salm, Constance de (CdS)";"Female";"Female";"Berville, Saint-Albin";1829-12-01;"Aachen";3;"Que disez-vous, Monsieur, de mon long silence, après m’avoir écrit une lettre";"Pipelet, Jean-Baptiste; Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Jullien de Paris, Marc-Antoine; Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829); Masselin, Monsieur (homme d'affaires der CdS ab circa 1819 bis mindestens 1829)";"Amiens";"Salon/Gesellschaften; Familie/Familienrecht"
"86";123;"main3";"CdS/02_4/102-103";"Salm, Constance de (CdS)";"Female";"Female";"Riche de Prony, Gaspard, baron";1829-08-16;"Dyck (Schloss), Gde. Jüchen";2;"Monsieur le baron de Ladoucette que vous avez vu, je crois, chez moi, Monsieur et ancien ami, a un fils";"Candolle, Augustin-Pyrame de; Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Ladoucette, Jean Charles François, baron de; Raynaud, baron";NA;"Karriere/-förderung; CdS: Édition générale bzw. oeuvres choisies (Publikationsvorhaben ab 1825)"
"87";124;"main3";"CdS/02_4/097-098";"Salm, Constance de (CdS)";"Female";"Female";"Boucharlat, Jean-Louis";1829-07-31;"Dyck (Schloss), Gde. Jüchen";2;"Votre lettre s’est croisée avec la mienne, Monsieur, j’ai été d’autant plus charmée de la recevoir";"Dumas, Jean-Baptiste (von der Académie in Lyon?)";NA;"Gelehrte Gesellschaft"
"88";125;"main3";"CdS/02_5/078-080";"Salm, Constance de (CdS)";"Female";"Female";"Hompesch, Thérèse-Angélique, Gräfin von, geb. von Aarschot-Schoonhoven";1832-11-06;"Dyck (Schloss), Gde. Jüchen";4;"Je reçois votre lettre à l’instant même, ma bien chère voisine, et comme je suis sûre";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Francq, Constant de; Francq, Alexandre de; Hompesch-Rurich, Johann Baptist Ludwig Graf von (1759-1833), Vater von Hermann Philipp; Bavier, Major de; Wilhelm I., Prinz von Oranien, später König der Niederlande; Hompesch-Rurich, Graf Herrmann Philipp von (1797-1857)";"Aachen; Saint-Cyr; Belgien; Niederlande";"Wohnen/Haushalt; Frankreich - Politik; Gesellschaftliches Leben; CdS: Mes soixante ans, ou Mes souvenirs politiques et littéraires (1833); Europa - Politik; CdS: Édition générale bzw. oeuvres choisies (Publikationsvorhaben ab 1825); CdS: Mémoires (Publikationsvorhaben); Erziehung/Pädagogik"
"89";126;"main3";"CdS/02_5/092";"Salm, Constance de (CdS)";"Female";"Female";"Émeric-David, Toussaint Bernard";1833-04-12;"Paris";1;"Je m’empresse de remercier Monsieur Émeric David de son obligeant billet, et de lui dire que";"Audiffret, Florimond Louis, comte d'";NA;NA
"90";127;"main3";"CdS/02_4/155-156";"Salm, Constance de (CdS)";"Female";"Female";"Ladoucette, Jean Charles François, baron de";1830-06-02;"Dyck (Schloss), Gde. Jüchen";4;"Un mot à la hâte, Monsieur le baron, avec une mauvaise plume, un mal de tête, et tous les accompagnements d’une longue indisposition";"Gohier, Louis; Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Roguet, Pauline, geb. de Ladoucette; Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS); Ladoucette, Émilie Thibaut, baronne de (Ehefrau von Charles Louis); Saint-Cricq, Pierre-Laurent-Barthélémy de (Schwiegervater der Joséphine); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette; Roguet. comte Christophe Michel (Schwiegersohn von Jean Charles François de Ladoucette)";"Aachen; Düsseldorf; Laon; Pyrenäen";"Frankreich - Politik; Karriere/-förderung; Deutschland - Politik"
"91";128;"main3";"CdS/02_5/030-031";"Salm, Constance de (CdS)";"Female";"Female";"Boucharlat, Jean-Louis";1832-06-01;"Dyck (Schloss), Gde. Jüchen";3;"Il y a bien longtemps, Monsieur, que je n’ai reçu de vos nouvelles; je m’en inquiète;";"Drais, Pierre (Vertrauensmann der CdS)";"Aachen";"CdS: Mes soixante ans, ou Mes souvenirs politiques et littéraires (1833); Cholera"
"92";129;"main3";"CdS/02_4/220-221";"Salm, Constance de (CdS)";"Female";"Female";"Bavier, Monsieur de";1831-05-20;NA;2;"Cette lettre à laquelle j'ai voulu ajouter quelques mots, Monsieur,";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD)";"Aachen; Paris";"Constance de Salm - Rezeption; CdS: Épître aux souverains absolus (1831)"
"93";130;"main3";"CdS/02_4/133";"Salm, Constance de (CdS)";"Female";"Female";"Villenave, Mathieu-Guillaume-Thérèse";1830-02-04;"Paris";2;"Quoique je n’aie guères de temps à moi, Monsieur, et que j’ai beaucoup de peine à écrire, je me hâte de répondre à votre lettre d’hier, et de vous rassurer";NA;NA;"Freundschaft; Romantik"
"94";131;"main3";"CdS/02_4/249";"Salm, Constance de (CdS)";"Female";"Female";"Ladoucette, Jean Charles François, baron de";1831-07-03;"Paris";1;"Je viens de voir dans le Constitutionnel, mon cher voisin, que vous êtes un des trois candidats de votre arrondissement";NA;NA;"Constance de Salm - Vermarktung"
"95";132;"main3";"CdS/02_5/112";"Salm, Constance de (CdS)";"Female";"Female";NA;1833-06-22;"Paris";1;"Je m’empresse, Monsieur, de faire hommage à l’Académie de … de trois exemplaires d’un ouvrage que je viens de publier";NA;NA;"Gelehrte Gesellschaft; CdS: Mes soixante ans, ou Mes souvenirs politiques et littéraires (1833)"
"96";134;"main4";"CdS/02_6/046-048";"Salm, Constance de (CdS)";"Female";"Female";"Drais, Pierre (Vertrauensmann der CdS)";1835-03-24;"Dyck (Schloss), Gde. Jüchen";4;"Je reçois aujourd’hui votre lettre du 21, Monsieur, et le besoin continuel que j’ai de parler au moins de ce qui m’occupe";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS); Francq, Constant de; Villenave, Mathieu-Guillaume-Thérèse; Jullien de Paris, Marc-Antoine; Théis, Charles Constant de; Saint-Cricq, Pierre-Laurent-Barthélémy de (Schwiegervater der Joséphine); Trosdorff, Fräulein";"Niederlande";"Tod/Trauer"
"97";135;"main4";"CdS/02_6/003-005";"Salm, Constance de (CdS)";"Female";"Female";"Hompesch, Thérèse-Angélique, Gräfin von, geb. von Aarschot-Schoonhoven";1835-01-08;"Dyck (Schloss), Gde. Jüchen";4;"Je veux jaser un instant avec vous, ma bien chère voisine, pour me délasser de nombreux embarras";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Francq, Constant de; Francq, Alexandre de; Saint-Mars, général vicomte de (Bruder der Schwägerin der CdS); Funke, Wilhelm (Gartendirektor Dyck); Kauhlen, Lambert Joseph? (Arzt in Dyck 1835)";"Aachen";"Wohnen/Haushalt; Militär; Wirtschaft/Finanzen; Reise/Mobilität; Gesundheit/Krankheit"
"98";136;"main3";"CdS/02_5/121-122";"Salm, Constance de (CdS)";"Female";"Female";"Depping, Georges-Bernard";1833-07-12;"Paris";2;"Après avoir écrit ce matin à Monsieur et Madame Depping, j’ai craint d’avoir attaché trop d’importance";NA;NA;"Constance de Salm - Rezeption"
"99";138;"main3";"CdS/02_5/282-283";"Salm, Constance de (CdS)";"Female";"Female";"Drais, Pierre (Vertrauensmann der CdS)";1834-12-19;"Dyck (Schloss), Gde. Jüchen";2;"Je commence cette lettre, Monsieur, en vous disant que l’erreur pour laquelle je vous ai grondé";"Francq, Constant de; Tardieu, Pierre Alexandre; Fossé-Darcosse, François Barthélémy Thérèse Émilien";NA;"Buchhandel/Verleger; CdS: Sapho (1794); CdS: Édition générale bzw. oeuvres choisies (Publikationsvorhaben ab 1825)"
"100";139;"main3";"CdS/02_5/157-159";"Salm, Constance de (CdS)";"Female";"Female";"Salis, Sophie de, verh. baronne de Triqueti";1833-09-26;"Paris";4;"J’ai reçu hier votre bonne et touchante lettre, mon ancienne amie, et je me hâte de vous répondre un mot de ma main.";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS); Théis, Adolphe de";NA;"Tod/Trauer; CdS: Le Kniaz Michel Glinski (1833); Ehe/Liebe"
"101";140;"main4";"CdS/02_6/019-020";"Salm, Constance de (CdS)";"Female";"Female";"Depping, Georges-Bernard";1835-02-18;"Aachen";3;"Monsieur de Ladoucette vous a sans doute fait part, Monsieur, du fâcheux malentendu qui a eu lieu entre lui et moi";"Boucharlat, Jean-Louis; Francq, Constant de; Bavier, Major de; Depping, Madame";NA;"Gelehrte Gesellschaft"
"102";141;"main4";"CdS/02_6/027-028";"Salm, Constance de (CdS)";"Female";"Female";"Vanhove, Charlotte, gen. Caroline, verh. Talma, dann verh. comtesse de Châlot";1835-02-23;"Aachen";3;"J’ai reçu ici votre lettre, ma chère amie; j’ai été charmée d’avoir de vos nouvelles, et aussi d’apprendre que vous avez été occupée";"Francq, Constant de; Drais, Pierre (Vertrauensmann der CdS); Cloquet, Jules Germain (Arzt)";NA;"Briefpartner/Werk; Reise/Mobilität; Gesundheit/Krankheit; Medizin/ Impfung"
"103";142;"main4";"CdS/02_6/022";"Salm, Constance de (CdS)";"Female";"Female";"Laya, Aglaé, in zweiter Ehe Comte";1835-02-20;"Aachen";2;"Je suis fort touchée, Madame et amie, de tous les sentiments qui vous ont fait m‘écrire au moment où vous avez appris";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Francq, Constant de";NA;"Gesundheit/Krankheit; Medizin/ Impfung"
"104";143;"main3";"CdS/02_5/136";"Salm, Constance de (CdS)";"Female";"Female";"Deshayes, Monsieur";1833-08-12;"Dyck (Schloss), Gde. Jüchen";1;"On m’a envoyé ici, Monsieur, la lettre que vous m’aviez adressée à Paris";NA;NA;"Gelehrte Gesellschaft; CdS: Mes soixante ans, ou Mes souvenirs politiques et littéraires (1833)"
"105";144;"main4";"CdS/02_6/096";"Salm, Constance de (CdS)";"Female";"Female";"Jullien de Paris, Marc-Antoine";1835-08-27;"Dyck (Schloss), Gde. Jüchen";2;"Je ne sais, Monsieur, si ce billet vous trouvera encore à Paris, mais je vous l’écris à tout hasard";NA;NA;"Frankreich - Politik; Reise/Mobilität; Tod/Trauer; Familie/Familienrecht"
"106";145;"main4";"CdS/02_6/099";"Salm, Constance de (CdS)";"Female";"Female";"Waldor, Mélanie, geb. Villenave";1835-08-29;"Dyck (Schloss), Gde. Jüchen";2;"Je veux, Madame, vous remercier de la toute aimable lettre que vous m’avez écrite.";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Villenave, Mathieu-Guillaume-Thérèse; Mercoeur, Élisa";NA;"CdS: Poésies (1811, 1817², 1835³); CdS: Pensées (1829, 1835, 1846); CdS: Édition générale bzw. oeuvres choisies (Publikationsvorhaben ab 1825)"
"107";146;"main4";"CdS/02_6/091-092";"Salm, Constance de (CdS)";"Female";"Female";"Mirault, Monsieur (Claude-François?, Mitglied des Athénée des arts)";1835-08-19;"Dyck (Schloss), Gde. Jüchen";3;"Je ne puis assez vous remercier, Monsieur, de la lettre que vous m’avez écrite après l’attentat terrible";"Francq, Constant de; Jullien de Paris, Marc-Antoine; Louis-Philippe Ier, König der Franzosen; Mortier, Adolphe Édouard Casimir Joseph, duc de Trévise; Mirault, Madame";"Aachen; Bonn";"Frankreich - Politik; Wirtschaft/Finanzen; Technik/Fortschritt"
