;FuD-Key;letzte Änderung;Dokumenttyp;URL;Nr.;Verfasser;GND (Verfasser);VIAF (Verfasser); Empfänger;GND (Empfänger);VIAF (Empfänger);Datierung (JJJJ-MM-TT);Alternative Datierung;Ausstellungsort;Geonames (Ausstellungsort);Empfangsort;Geonames (Empfangsort);Vorlage;Vollständigkeit des Archivals;Erläuterung Unvollständigkeit;Umfang in Seiten;Anfang des Briefes;Inhaltliche Stichpunkte;Weitere Personen;GND (Weitere Personen);VIAF (Weitere Personen);Orte;Geonames (Orte);Schlagwörter;Editionen;Vermerk;Bestand;Verweise;Digitalisate: Dateiname (Signatur);Zitierempfehlung
9432;CdS-b1-08i6;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/11328;CdS/31/051-054;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829);http://d-nb.info/gnd/121286169;http://viaf.org/viaf/17555308;1826-01-28;;Paris;https://www.geonames.org/2988507;;;Abschrift;vollständig;;6;Je me hâte de répondre, Monsieur, à la lettre que j’ai reçue de vous hier.;Ausführliche Berichtigungen (sie hat in ihrem letzten Brief etwas vergessen und zwei Fehler gemacht). Antwort auf weitere Empfehlungen von P.;"Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Chambert, Monsieur (Anwalt CdS' in Tours); Dufour, Monsieur (Jurist)";"n/a; n/a; n/a";"n/a; n/a; n/a";;;Prozess/Gericht;;;Schloss Dyck;;"CdS-b1-08i6-0.jpg (CdS/31/051); CdS-b1-08i6-1.jpg (CdS/31/052); CdS-b1-08i6-2.jpg (CdS/31/053); CdS-b1-08i6-3.jpg (CdS/31/054)";CdS/31/051-054. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/11328.
6772;CdS-b1-0806;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10655;CdS/16/109-110;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1826-01-29;;Paris;https://www.geonames.org/2988507;;;Abschrift;vollständig;;2;Je reçois à l’instant ta lettre, cher frère, et j’y réponds de suite d’abord parce que je pense qu’il n’y a pas un moment ;Bitte an T., dem Wunsch nach Entlassung des Bürgermeisters von Viels-Maisons (wo Ladoucette lebt) stattzugeben. Beigelegter Konflikt zwischen T. und CdS, Missverständnisse, CdS’ geschwächter Zustand. Besondere Bedeutung der Beziehung unter Geschwistern. Baldiges Treffen in Paris. PS: Schwere Erkältung der CdS.;Ladoucette, Jean Charles François, baron de;http://d-nb.info/gnd/116643919;http://viaf.org/viaf/89245444;Viels-Maisons;https://www.geonames.org/2969288;Freundschaft;;;Schloss Dyck;;"CdS-b1-0806-0.jpg (CdS/16/109); CdS-b1-0806-1.jpg (CdS/16/110)";CdS/16/109-110. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10655.
6785;CdS-b1-0810;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10686;CdS/16/144;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1826-01-30;;Laon;https://www.geonames.org/3007477;;;Abschrift;vollständig;;1;Chère sœur, je t'écris deux mots, en hâte, pour t'instruire du résultat des élections de Verviers, ;Benachrichtigung, dass General Sebastiani in Verviers die Wahlen gewonnen hat.;Sébastiani, Horace, comte de La Porta;http://d-nb.info/gnd/117458937;http://viaf.org/viaf/25380526;Verviers;https://www.geonames.org/2784821;Frankreich - Politik;;;Schloss Dyck;Original: C04/S29/120-121(https://constance-de-salm.de/archiv/#/document/5911);CdS-b1-0810-0.jpg (CdS/16/144);CdS/16/144. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10686.
8043;CdS-b1-0807;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10656;CdS/16/110-111;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1826-02-03;"Fehlerhafte Abschrift des Datums; im Original: 1826-02-05";Laon;https://www.geonames.org/3007477;;;Abschrift;vollständig;;3;Chère bonne sœur, ta dernière lettre m'avait donné de vives inquiétudes sur ta santé;Sorge um Gesundheitszustand der CdS. Ts positive Meinung über den Arzt Gay. Ts Erkältung.;"Simon(s), Mademoiselle; Saint-Mars, vicomte de [= général de Saint-Mars?]; Gay, Monsieur (Arzt?)";"n/a; n/a; n/a";"n/a; n/a; n/a";;;Gesundheit/Krankheit;;;Schloss Dyck;Original: C04/S29/111-113(https://constance-de-salm.de/archiv/#/document/5908);"CdS-b1-0807-0.jpg (CdS/16/110); CdS-b1-0807-1.jpg (CdS/16/111)";CdS/16/110-111. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10656.
8219;CdS-b1-080c;15.06.2021 11:31;Brief;https://constance-de-salm.de/archiv/#/document/10661;CdS/16/111-112;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Simon, Elisabeth;;;1826-02-11;;Laon;https://www.geonames.org/3007477;;;Abschrift;vollständig;;2;Mademoiselle, je suis très sensible de l'attention que vous avez eue, de me donner des nouvelles de ma sœur ;Gesundheitszustand der CdS.;;;;;;;;;Schloss Dyck;Original: C04/S29/114-116(https://constance-de-salm.de/archiv/#/document/5909);"CdS-b1-080c-0.jpg (CdS/16/111); CdS-b1-080c-1.jpg (CdS/16/112)";CdS/16/111-112. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10661.
6776;CdS-b1-080d;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10662;CdS/16/112-113;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1826-02-13;;Laon;https://www.geonames.org/3007477;;;Abschrift;vollständig;;2;Chère bonne sœur, je te remercie de songer, dans l'état de souffrance où tu es encore;Dank für Nachricht der CdS. Freude über ihren verbesserten Gesundheitszustand nach einem Fieber. CdS muss ihre Kräfte zurückgewinnen. Vorfreude auf ein Wiedersehen.;Simon(s), Mademoiselle;;;;;Gesundheit/Krankheit;;;Schloss Dyck;Original: C04/S29/108-110(https://constance-de-salm.de/archiv/#/document/8426);"CdS-b1-080d-0.jpg (CdS/16/112); CdS-b1-080d-1.jpg (CdS/16/113)";CdS/16/112-113. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10662.
6883;CdS-b1-08i7;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/11329;CdS/31/058-059;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829);http://d-nb.info/gnd/121286169;http://viaf.org/viaf/17555308;1826-03-05;;Paris;https://www.geonames.org/2988507;;;Abschrift;vollständig;;3;J’ai reçu hier, Monsieur, une lettre fort détaillée de M[aîtr]e Chambert fils, ;Brief von Chambert Junior informiert CdS darüber, dass Faucheux seine Anklage in einer Woche erheben wird, um den Verkauf der besprochenen Güter zu erzwingen. Expertise durch Dufour. Wiederholung von Punkten, die zu Auseinandersetzung führen (u.a. Zahlung ihrer Mitgift).;"Pipelet, Jean-Baptiste; Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Chambert, Monsieur (Anwalt CdS' in Tours); Dufour, Monsieur (Jurist); Faucheux, Monsieur (Anwalt der Erben Pipelet in Tours); Carlier, Monsieur";"n/a; n/a; n/a; n/a; n/a; n/a";"https://viaf.org/viaf/188712285; n/a; n/a; n/a; n/a; n/a";;;"Wirtschaft/Finanzen; Prozess/Gericht";;;Schloss Dyck;;"CdS-b1-08i7-0.jpg (CdS/31/058); CdS-b1-08i7-1.jpg (CdS/31/059)";CdS/31/058-059. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/11329.
8052;CdS-b1-080e;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10663;CdS/16/113-114;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1826-03-18;;Laon;https://www.geonames.org/3007477;;;Abschrift;vollständig;;2;Très chère sœur, je suis revenu hier fort tard de ma longue et fatigante tournée.;Ts Rückkehr nach einer anstrengenden Reise. Freude über vergangenes Zusammentreffen mit CdS in Paris. Zufriedenheit über vollständige Übereinstimmung mit CdS. Ts Versicherung, dass er nun nicht mehr bekümmert ist. Freude über Zuneigung der CdS. Bezugnahme auf einen kurzen Brief der CdS: Ts Äußerungen sind ohne Hintergedanken. Einverständnis seiner Frau bezüglich Adolphe trotz ihrer Sorge. Warten auf Neuigkeiten. Verbesserter Gesundheitszustand der CdS.;Théis, Adolphe de;;;;;Freundschaft;;;Schloss Dyck;Original: C04/S29/117-119(https://constance-de-salm.de/archiv/#/document/5910);"CdS-b1-080e-0.jpg (CdS/16/113); CdS-b1-080e-1.jpg (CdS/16/114)";CdS/16/113-114. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10663.
10606;CdS-b1-080f;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10664;CdS/16/114-115;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1826-04-03;1826-04-04 [Fortsetzung];Laon;https://www.geonames.org/3007477;;;Abschrift;vollständig;;3;Chère sœur, j'attendais pour t'écrire que nous eussions reçu des nouvelles positives sur l'affaire d'Adolphe;Positive Nachrichten bezüglich der Angelegenheit seines Sohnes Adolphe, dessen Zukunft nun gesichert ist. Ts Sorgen, aber gute Vorsätze seines Sohnes, der sich sehr freut. Gesundheitszustand der CdS. Aufenthalt des Charles bei Onkel und Tante [Unterbrechung des Briefs]. Überraschender Besuch des Adolphe, der von T. mit den nötigen Geldern ausgestattet wird. Bedauern über das Ende von Leseth [?], der ihm die Galerie von Denon gezeigt hatte. Gute Idee der CdS, die Romane Mlle Le Roy zu geben. Ts Beteuerung, dass er nicht wünscht, dass über diese Angelegenheit noch geschrieben wird, sei es auch zu seiner Verteidigung.;"Denon, Dominique Vivant, baron; Théis, Adolphe de; Saint-Mars, vicomte de [= général de Saint-Mars?]; Bouillé, général de (Vorgesetzter des Adolphe de Théis bei dessen Martinique-Expedition)";"http://d-nb.info/gnd/118671499; n/a; n/a; n/a";"http://viaf.org/viaf/64021324; n/a; n/a; n/a";Lille;https://www.geonames.org/2998324;Briefpartner/Werk;;;Schloss Dyck;Original: C04/S29/122-126(https://constance-de-salm.de/archiv/#/document/5912);"CdS-b1-080f-0.jpg (CdS/16/114); CdS-b1-080f-1.jpg (CdS/16/115)";CdS/16/114-115. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10664.
9433;CdS-b1-08i8;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/11330;CdS/31/061;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829);http://d-nb.info/gnd/121286169;http://viaf.org/viaf/17555308;1826-04-04;;;;;;Abschrift;vollständig;;2;"Je reçois votre lettre, Monsieur, au moment où je pensais à vous écrire ;";Wunsch nach Berufung gegen das Urteil über den Verkauf der Güter. CdS bittet P., ihr sein Handbuch über französisches Recht zu schicken. Garot war immer ein verbündeter der Pipelets. Komplizierte Lage, da ihre ehemalige Schwägerin Montizeaux wegen des angestrebten Kaufs eines Hauses gegen die Francq Kinder agiert.;"Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Francq, drei Enkel der CdS; Garot/Garrot, Monsieur (Notar in Coucy); Pipelet de Montizeaux, Emilie Marie (Schwägerin von Jean-Baptiste Pipelet)";"n/a; n/a; n/a; n/a";"n/a; n/a; n/a; n/a";;;"Briefpartner/Werk; Prozess/Gericht";;;Schloss Dyck;;CdS-b1-08i8-0.jpg (CdS/31/061);CdS/31/061. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/11330.
5501;CdS-b1-080g;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10665;CdS/16/116-117;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1826-04-21;;Laon;https://www.geonames.org/3007477;;;Abschrift;vollständig;;3;"Chère sœur, je n'ai eu de tes nouvelles que par le côté; j'en suis fâché, car je les aime en face.";Bitte um direkte Neuigkeiten von CdS. Adolphes Abschied. Trauer, aber notwendige Trennung von seinen Kindern. Gute Zukunftsperspektiven des Adolphe durch diese Reise. Dank für einen Dienst, den CdS seinem Sohn erwiesen hat. Reiseetappen der Dauphine und diesbezügliche Vorbereitungen. Ts Unterstützung des Präfekten Floirac. Nachfrage nach Plänen der CdS.;"Théis, Adolphe de; Marie-Thérèse de France, duchesse d'Angoulême, später dauphine de France; Floirac, Jacques-Étienne de La Grange-Gourdon, comte de";"n/a; http://d-nb.info/gnd/142707007; http://d-nb.info/gnd/1031748733";"n/a; http://viaf.org/viaf/34393130; http://viaf.org/viaf/215034736";"Chauny; Saint-Quentin; Coucy; Saint-Gobain; Brest";"https://www.geonames.org/3025860; https://www.geonames.org/2977295; https://www.geonames.org/3023363; https://www.geonames.org/2979648; https://www.geonames.org/629634";Reise/Mobilität;;;Schloss Dyck;Original: C04/S29/145-147(https://constance-de-salm.de/archiv/#/document/5919);"CdS-b1-080g-0.jpg (CdS/16/116); CdS-b1-080g-1.jpg (CdS/16/117)";CdS/16/116-117. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10665.
9325;CdS-b1-080h;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10666;CdS/16/118-119;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1826-05-09;;Laon;https://www.geonames.org/3007477;;;Abschrift;vollständig;;2;"Chère bonne sœur, j'ai reçu ta lettre pendant que j'étais en voyage; ";Freude über Brief der CdS. Ankunft der Dauphine und deren Zufriedenheit mit dem guten Empfang. Ts Platzierung an ihrem Tisch. Vorstellung der Damen und jungen Mädchen. Gespräche der Dauphine mit T., seiner Frau und seiner Tochter. T. wird für eine Inschrift auf der Tür der Präfektur gelobt. Unterkunft der Dauphine in Saint-Gobain. Große Manöver. Morgige Besichtigungen in der Umgebung.;Marie-Thérèse de France, duchesse d'Angoulême, später dauphine de France;http://d-nb.info/gnd/142707007;http://viaf.org/viaf/34393130;"Saint-Quentin; La Fère; Saint-Gobain";"https://www.geonames.org/2977295; https://www.geonames.org/3009526; https://www.geonames.org/2979648";Adel;;;Schloss Dyck;Original: C04/S29/127-129(https://constance-de-salm.de/archiv/#/document/5913);"CdS-b1-080h-0.jpg (CdS/16/118); CdS-b1-080h-1.jpg (CdS/16/119)";CdS/16/118-119. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10666.
10719;CdS-b1-08iz;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/11357;CdS/31/062-063;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829);http://d-nb.info/gnd/121286169;http://viaf.org/viaf/17555308;1826-05-27;;Aachen;https://www.geonames.org/3247449;;;Abschrift;vollständig;;3;Vous aurez peut-être été surpris, Monsieur, de n’avoir plus entendu parler de moi à Paris,;CdS hat Paris verlassen und ist seit 3 Tagen in Aachen. Empfang eines Briefs von Dufour über die Beschädigungen der besagten Güter durch Pipelet. Darstellung der Punkte, die man wegen Wertminderung vortragen könnte. Bitte um Unterstützung und Rat. Schreiben an Angelot.;"Pipelet, Jean-Baptiste; Dufour, Monsieur (Jurist); Angelot, Monsieur";"n/a; n/a; n/a";"https://viaf.org/viaf/188712285; n/a; n/a";;;"Wirtschaft/Finanzen; Prozess/Gericht";;;Schloss Dyck;;"CdS-b1-08iz-0.jpg (CdS/31/062); CdS-b1-08iz-1.jpg (CdS/31/063)";CdS/31/062-063. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/11357.
6781;CdS-b1-080i;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10667;CdS/16/119-121;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1826-06-03;;Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;;;Abschrift;vollständig;;4;Chère bonne sœur, je voulais t'écrire de jour en jour, et j'ai différé jusqu'à mon arrivée ici ;Ts Aufenthalt in Aventure. Stationen der Dauphine bei ihrem Aufenthalt in der Gegend. Ihr allgemeines Interesse und positiv hinterlassener Eindruck der Dauphine. Diesbezügliche Einzelheiten. Ts Überraschung, als er in Verviers in einer Sammlung von Gipsmedaillons (Darstellung von Göttinnen, Heldinnen, Herrscherinnen) auch das Bildnis der CdS oder einer ihr ähnelnden Person entdeckt.;Marie-Thérèse de France, duchesse d'Angoulême, später dauphine de France;http://d-nb.info/gnd/142707007;http://viaf.org/viaf/34393130;"Chauny; Laon; Verviers; La Fère; Aventure / L'Aventure (Schloss), Gde. Chauny";"https://www.geonames.org/3025860; https://www.geonames.org/3007477; https://www.geonames.org/2784821; https://www.geonames.org/3009526; https://www.geonames.org/3025860";"Bildende Kunst; Reise/Mobilität";;;Schloss Dyck;Original: C04/S29/130-132(https://constance-de-salm.de/archiv/#/document/5914);"CdS-b1-080i-0.jpg (CdS/16/119); CdS-b1-080i-1.jpg (CdS/16/120); CdS-b1-080i-2.jpg (CdS/16/121)";CdS/16/119-121. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10667.
