FuD_Key;Verfasser;Verfasser_GND;Verfasser_VIAF;Empfaenger;Empfaenger_GND;Empfaenger_VIAF;Datierung;Datierung_alt;Ausstellungs_Ort;Ort_long;Ort_lat;Ausstellungsort_Geonames;Vorlage;Vollstaendigkeit;Erlaeuterung_Unvollstaendigkeit;Seiten;Anfang_Brief;Inhalt_Stichpunkte;Weitere_Personen;Weitere_Personen_GND;Weitere_Personen_VIAF;Orte;Orte_Geonames;Schlagwoerter;Editionen;Vermerk;Bestand;Verweise;Digitalisate_Signatur;Hand_Nr;Verfasser_1_Gender;Verfasser_2_Gender;Empfaenger_Gender;URL;Nr;sentiments;Austellungsort_Geonames;Austellungsort_Koordinaten
CdS-b1-06is;Picard, Louis-Benoît;http://d-nb.info/gnd/100234526;http://viaf.org/viaf/54241283;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1802-01-13;23 nivôse an X;;;;;;vollständig;;1;Madame, dans tous les journaux que j’ai lus ce matin, il n’y en a que deux;Große Mehrheit der Zeitungen erwähnt die angebliche Ähnlichkeit einer Figur mit CdS nicht. Beiliegender Brief für CdS zur Kenntnisnahme. Versand dieses Briefs, der eine Rechtfertigung seiner Position beinhaltet, an verschiedene Zeitungen. Ausdruck seines Bedauerns. Anmerkung der CdS: Der erwähnte Brief ist nicht mehr auffindbar. Verurteilung Picards durch CdS als falsch und berechnend.;;;;;;"Literarisches Geschehen/Neuerscheinung; Presse";;;Schloss Dyck;;CdS-b1-06is-0.jpg (CdS/02_1/122);main1;Male;;Female;https://constance-de-salm.de/archiv/#/document/8629;CdS/02_1/122;positif;;
CdS-b1-06iu;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Picard, Louis-Benoît;http://d-nb.info/gnd/100234526;http://viaf.org/viaf/54241283;1802-01-16;26 nivôse an X;;;;;;vollständig;;1;Malgré tous les embarras dont vous devez être accablé, permettez-moi;Vorwurf, sein Versprechen gebrochen und die Komödie nicht – wie zuletzt behauptet – überarbeitet zu haben (zwei zentrale Begriffe: „Muse“ und „Scheidung“). Bitte um baldige Erledigung.;;;;;;"Literarisches Geschehen/Neuerscheinung; Theater";;;Schloss Dyck;;CdS-b1-06iu-0.jpg (CdS/02_1/122);main1;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/8631;CdS/02_1/122;positif;;
CdS-b1-06iz;Cubières-Palmézeaux, Michel de;http://d-nb.info/gnd/116757396;http://viaf.org/viaf/56719515;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1802-09-25;3 vendémiaire an X;;;;;;vollständig;;1;Madame, vous m’avez fait l’honneur de me dire chez vous que vous n’aviez point;Beiliegend ein Text Madame Bourdic-Viots über Montaigne. Nachfrage, ob CdS seine Notiz mit der Auflistung aller ihrer Werke und Informationen über ihre ersten Lebensjahre erhalten hat. Unzuverlässige Angestellte.;"Pougens, Charles de; Montaigne, Michel de; Bourdic-Viot, Henriette";"http://d-nb.info/gnd/100229573; http://d-nb.info/gnd/118583573; http://d-nb.info/gnd/115884347X";"http://viaf.org/viaf/100206876; http://viaf.org/viaf/95153547; http://viaf.org/viaf/1056152636166920052546";;;;;;Schloss Dyck;;CdS-b1-06iz-0.jpg (CdS/02_1/124);main1;Male;;Female;https://constance-de-salm.de/archiv/#/document/8636;CdS/02_1/124;neutral;;
CdS-b1-06i0;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Salis, Sophie de, verh. baronne de Triqueti;;;1800-11-10;19 brumaire an IX;;;;;;vollständig;;3;J’ai voulu bien souvent prendre la plume pour vous écrire, ma chère amie, mais mille circonstances;Die Wahrheit über CdS’ Beziehung zu ihrem Ehemann, die sie S. bislang vorenthalten hat: Einfältigkeit, Starrsinn und mangelnde Charakterstärke Pipelets. Dennoch zehn friedliche gemeinsame Jahre bis zu außerehelicher Affäre und Forderung Pipelets nach Beendigung der Ehe. Ehescheidung im Widerspruch zu CdS’ Prinzipien. Sorge um ihren Ruf. Auszug Pipelets aus der ehelichen Wohnung, gemeinsamer Haushalt mit seiner Geliebten, finanzielle Regelung mit CdS. Trennung liegt bereits vier Monate zurück. Erleichterung der CdS seither. Jedoch Klage, keine Familienangehörigen in ihrer Nähe zu wissen. Heiratspläne der S.? CdS’ Arbeiten („Romance“) kommen nur mühsam voran. Gesang der S. Genesung der Mutter?;"Pipelet, Jean-Baptiste; Francq, Agathe Clémence, baronne de, geb. Pipelet, gen. Minette";"n/a; n/a";"https://viaf.org/viaf/188712285; n/a";;;Ehe/Liebe;;;Schloss Dyck;Abschrift: CdS/34/102-104(https://constance-de-salm.de/archiv/#/document/10424);"CdS-b1-06i0-0.jpg (CdS/02_1/104); CdS-b1-06i0-1.jpg (CdS/02_1/105)";main1;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/8600;CdS/02_1/104-105;positif;;
CdS-b1-06hx;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Salis, Sophie de, verh. baronne de Triqueti;;;1800-08-14;26 thermidor an VIII;;;;;;vollständig;;3;J'ai reçu hier votre aimable lettre, ma chère élève, et je suis bien sensible aux assurances d'amitié que vous me donnez,;Schwierigkeiten bei der Verwirklichung [gemeinsamer?] Pläne und Einfluss des Schicksals. Umgang der CdS mit Widrigkeiten und Ablenkung durch Arbeit. Stockende Fortschritte und Probleme bei der Arbeit an einer „Épître“, die als Antwort auf die „Satire contre les femmes“ von Boileau gedacht ist. CdS will in dieser Schrift Männer nicht lächerlich machen, sondern nur die Fehler ihres Geschlechts aufzählen. Die „Épître“ der CdS soll an eine junge Frau gerichtet sein, die die Absicht hat, zu heiraten, soll Ratschläge geben und als Warnung dienen. Bitte, das Werk an Sophie richten zu dürfen.;Boileau, Nicolas;http://d-nb.info/gnd/1042472750;http://viaf.org/viaf/233199498;;;"Emanzipation/Frau; CdS: Épîtres à Sophie (1801)";;;Schloss Dyck;Abschrift: C05/S37/011-012(https://constance-de-salm.de/archiv/#/document/5139);"CdS-b1-06hx-0.jpg (CdS/02_1/102); CdS-b1-06hx-1.jpg (CdS/02_1/103)";main1;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/8597;CdS/02_1/102-103;positif;;
CdS-b1-06hs;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Salis, Sophie de, verh. baronne de Triqueti;;;1800-05-29;9 prairial an VIII;;;;;;vollständig;;2;J’ai reçu hier deux de vos lettres, ma chère amie, mais, autant que j’ai pu;Dank für zwei Briefe. Ein dritter Brief fehlt. Beide Briefe sind geöffnet worden. Bevorstehende Eheschließung der S. Großer Altersabstand zu ihrem zukünftigen Ehemann. Allgemeine Bemerkungen der CdS zu bevorstehender Eheschließung auf Grundlage ihrer eigenen Erfahrungen. Wiedersehen mit CdS’ Bekannten auf dessen Rückfahrt. Äußere Erscheinung der S. Grüße an ihre Mutter. Bevorstehende Paris-Reise der S, erstes persönliches Treffen mit CdS.;Pugnet, Monsieur;;;;;"Alter/Jugend; Ehe/Liebe";;;Schloss Dyck;Abschrift: CdS/34/078-079(https://constance-de-salm.de/archiv/#/document/10420);CdS-b1-06hs-0.jpg (CdS/02_1/099);main1;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/8592;CdS/02_1/099;positif;;
CdS-b1-06hf;Béthune-Charost, Armand Joseph, duc de;http://d-nb.info/gnd/130817511;http://viaf.org/viaf/12418531;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1800-02-14;25 pluviôse an VIII;Paris;2.3488;48.85341;;;vollständig;;2;Citoyenne, si la cause que vous avez soutenue eût été moins bonne, on eût pu croire;CdS’ Lesung im Lycée des Arts. Widerlegung der herkömmlichen Meinung über gelehrte Frauen. Bitte, den Bericht vor Drucklegung auch im Lycée républicain vorzutragen.;;;;;;"Weibliche Autorschaft; Gelehrte Gesellschaft; Constance de Salm - Rezeption";;;Schloss Dyck;;CdS-b1-06hf-0.jpg (CdS/02_1/094 );main1;Male;;Female;https://constance-de-salm.de/archiv/#/document/8578;CdS/02_1/094;positif;https://www.geonames.org/2988507;48.85341, 2.3488
CdS-b1-06hb;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Salis, Sophie de, verh. baronne de Triqueti;;;1799-08-03;16 thermidor an VII;;;;;;vollständig;;3;Je suis bien coupable envers vous, ma chère et intéressante élève, car je vous dois une réponse;Gründe für die verzögerte Antwort auf einen Brief der S. Schlechter Gesundheitszustand der CdS. Sorge der S. Freundschaftsbekundung der CdS. Arbeit in Perioden der Entmutigung. Jede Lebenslage kann durch ein passendes Gedicht ausgedrückt werden. Verzögertes Zusammentreffen mit S. in Paris.  Der Einfluss des Altersunterschieds zwischen CdS und S. auf ihre Freundschaft.;;;;;;"Alter/Jugend; Freundschaft";;;Schloss Dyck;Abschrift: C05/S37/004-005(https://constance-de-salm.de/archiv/#/document/5135);"CdS-b1-06hb-0.jpg (CdS/02_1/090); CdS-b1-06hb-1.jpg (CdS/02_1/091)";main1;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/8573;CdS/02_1/090-091;négatif;;
CdS-b1-06hl;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Salis, Sophie de, verh. baronne de Triqueti;;;1800-05-02;12 floréal an VIII;;;;;;vollständig;;1;Je suis étonnée, ma chère amie, de ne pas recevoir de vos nouvelles depuis quelque temps;Seit langer Zeit kein Brief von S. Übergabe eines Geschenks der CdS an S. durch einen Freund auf dem Weg von Paris nach Lyon. Bitte um rasche Antwort.;;;;"Lyon; Montargis";"https://www.geonames.org/2996944; https://www.geonames.org/2993024";"Reise/Mobilität; Freundschaft";;;Schloss Dyck;Abschrift: CdS/34/072(https://constance-de-salm.de/archiv/#/document/10419);CdS-b1-06hl-0.jpg (CdS/02_1/098);main1;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/8585;CdS/02_1/098;positif;;
CdS-b1-06ja;;;;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1803-05-09;;;;;;;vollständig;;2;Madame et respectable collègue, l’assemblée générale de l’Athénée des arts a été vivement affligée;Ehrenmitgliedschaft im Athénée des arts entspricht – entgegen der Annahme der CdS – einer vollgültigen Mitgliedschaft. Weibliche Mitglieder werden alle ausschließlich als Ehrenmitglieder aufgenommen. Bitte an CdS, weiterhin mitzuarbeiten und an allen Sitzungen teilzunehmen. Beiliegend Eintrittskarten.;;;;;;"Weibliche Autorschaft; Gelehrte Gesellschaft";;;Schloss Dyck;;"CdS-b1-06ja-0.jpg (CdS/02_1/127); CdS-b1-06ja-1.jpg (CdS/02_1/128)";main1;;;Female;https://constance-de-salm.de/archiv/#/document/8648;CdS/02_1/127-128;neutral;;
CdS-b1-06k4;Torcia, Michele;http://d-nb.info/gnd/122667999;http://viaf.org/viaf/34480320;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1806-07-09;;;;;;;vollständig;;1;Torcia renouvelle les hommages de son respectueux attachement à Son Excellence;Bevorstehende Reise in seine Geburtsstadt Neapel. Angebot, die von ihm ins Italienische übersetzten Épîtres der CdS dort zu veröffentlichen. Bitte um die Zusendung weiterer Werke, die er übersetzen und in Italien publizieren soll. Bitte um Empfehlungsschreiben zur Vorlage beim neuen König von Neapel, Joseph Napoléon. Bitte um Abschrift ihrer Werke. Veröffentlichung unter welchem Namen gewünscht – Pipelet oder Salm? Bedauern, CdS nicht persönlich aufsuchen zu können.;"Bonaparte, Joseph, König von Neapel, später von Spanien; Desgranges, Monsieur";"http://d-nb.info/gnd/118713140; n/a";"http://viaf.org/viaf/54244826; n/a";;;Constance de Salm - Vermarktung;;;Schloss Dyck;;CdS-b1-06k4-0.jpg (CdS/02_1/146);main1;Female;;Female;https://constance-de-salm.de/archiv/#/document/8679;CdS/02_1/146;neutral;;
CdS-b1-06k6;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Raboteau, Pierre Paul;http://d-nb.info/gnd/1067648739;http://viaf.org/viaf/314871000;1806-08-04;;Dyck (Schloss), Gde. Jüchen;6.5;51.1;;;vollständig;;6;J’ai reçu votre très aimable lettre peu de jours après mon arrivée ici;Danke für Brief. CdS’ Krankheit, zahlreiche Besuche und Organisatorisches zu klären. Wenig dichterische Inspiration seit der Abreise aus Paris. CdS’ Sehnsucht nach Frankreich, sobald SRD nicht in Dyck ist. Verse über die Sehnsucht. Größere Freiheit in Dyck als in Paris. Verse über die Freiheit. Gefühl des Fremdseins in Deutschland, Sehnsucht nach den Freunden. Klage über die Langsamkeit der Deutschen. Bitte um Diskretion. Verse über ihren Charakter und ihre häufig ungewollt unfreundliche Art. Freundschaft zwischen Raboteau und CdS. Danke für literarische Neuigkeiten. Bitte, keine politischen und religiösen Themen zu erwähnen. Regelmäßiger Kirchgang. Freude auf bevorstehende Rückkehr nach Paris für den Winter. Feierlichkeiten auf Dyck anlässlich des 15. August, Geburtstag Napoleons. Wertschätzung der Freundschaft Raboteaus. Grüße an seine Familie, auch von Minette.;"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Napoléon Ier Bonaparte, Kaiser der Franzosen";"http://d-nb.info/gnd/1159074453; http://d-nb.info/gnd/118586408";"http://viaf.org/viaf/1847152636116120051820; http://viaf.org/viaf/106964661";;;Deutschland - Wahrnehmung;;;Schloss Dyck;Abschrift: C02/S09/214-217(https://constance-de-salm.de/archiv/#/document/1800);"CdS-b1-06k6-0.jpg (CdS/02_1/147); CdS-b1-06k6-1.jpg (CdS/02_1/148); CdS-b1-06k6-2.jpg (CdS/02_1/149); CdS-b1-06k6-3.jpg (CdS/02_1/150)";main1;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/8681;CdS/02_1/147-150;positif;https://www.geonames.org/2894637;51.1, 6.5
CdS-b1-06jo;Lambrechts, Charles Joseph Mathieu;http://d-nb.info/gnd/116653175;http://viaf.org/viaf/45059554;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1805-07-05;;Paris;2.3488;48.85341;;;vollständig;;2;Madame, presqu’au moment où je reçus votre lettre du 2 messidor qui ne m’est parvenue;Freude, dass die Stadt Frankfurt SRD eine Rente auszahlen muss. Sowohl SRD als auch CdS setzen ihr Einkommen ein, um Gutes zu tun. CdS soll sich an den Aufenthalt auf dem Land gewöhnen. Hoffnung auf Durchbruch der Pariser Urbanität im neuen Frankreich. Ausdehnung der Aufklärung und Verbreitung von Sitten und Ideen. Ansonsten Vergleich mit den Römern, die alle außerhalb ihres Einflusses als Barbaren bezeichnen. Überzeugung des L., dass man für die Freiheit zur Aufklärung und Zivilisierung der Menschen beitragen muss. Häusliches Glück der CdS als Ausgleich für eventuelle Langeweile. Zusammentreffen des L. mit ihren alten Freunden. Kindliche Vergnügungen des L. auf dem Land.;Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf;http://d-nb.info/gnd/120252805;http://viaf.org/viaf/19866122;Frankfurt;https://www.geonames.org/2925533;"Deutschland - Wahrnehmung; Landleben/Provinzleben; Aufklärung";;;Schloss Dyck;"Original: C07/S58/046-048(https://constance-de-salm.de/archiv/#/document/3317); Abschrift: C02/S09/005-006(https://constance-de-salm.de/archiv/#/document/2); Abschrift: C11/S89/044-045(https://constance-de-salm.de/archiv/#/document/504); Abschrift: C02/S09/194-195(https://constance-de-salm.de/archiv/#/document/1685)";"CdS-b1-06jo-0.jpg (CdS/02_1/137); CdS-b1-06jo-1.jpg (CdS/02_1/138)";main1;Male;;Female;https://constance-de-salm.de/archiv/#/document/8662;CdS/02_1/137-138;neutral;https://www.geonames.org/2988507;48.85341, 2.3488
CdS-b1-06ku;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Gauthier (= Lacroix Gauthier?);;;;;;;;;;vollständig;;2;Monsieur Ponce, commissaire de correspondance de l‘Athénée des arts, qui a fait au nom de cette société quelques recherches relatives à Monsieur de Lalande;Empfehlung von Ponce. Bitte um Auskünfte zu Lalande für dessen Nachruf. Gauthier bereits durch Riboud informiert. Schwerpunkt des Nachrufs Delambres im Institut français auf wissenschaftliche Verdienste Lalandes gelegt, Schwerpunkt CdS‘ daher auf Privatleben Lalandes. Bitte um entsprechende Auskünfte aus der Herkunftsregion Lalandes. Anekdoten aus Lalandes Kindheit? Würdigung seiner Mithilfe in Vorwort oder Widmung der Druckversion des Nachrufs. Bitte Lalandes an CdS, diesen Nachruf zu verfassen. Weitergabe entsprechender Notizen an CdS noch vor seinem Tod.;"Ponce, Nicolas; Lefrançois de Lalande, Joseph Jérôme; Delambre, Jean-Baptiste Joseph";"http://d-nb.info/gnd/116265612; http://d-nb.info/gnd/104234059; http://d-nb.info/gnd/118878913";"http://viaf.org/viaf/9904272; http://viaf.org/viaf/95196947; http://viaf.org/viaf/66494985";;;CdS: Éloge historique de M. de Lalande (1810);;;Schloss Dyck;Abschrift: C02/S09/281-282(https://constance-de-salm.de/archiv/#/document/2094);"CdS-b1-06ku-0.jpg (CdS/02_1/162); CdS-b1-06ku-1.jpg (CdS/02_1/163)";main1;Female;Female;;https://constance-de-salm.de/archiv/#/document/8706;CdS/02_1/162-163;neutral;;
CdS-b1-06km;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Raboteau, Pierre Paul;http://d-nb.info/gnd/1067648739;http://viaf.org/viaf/314871000;1807-07-12;;Dyck (Schloss), Gde. Jüchen;6.5;51.1;;;vollständig;;2;Je ne vous écris qu’un mot aujourd’hui, parce que je n'ai pas le temps;Reise der CdS nach Kleve. Krankheit der CdS, deswegen Antwort erst nach dem 2. Brief des Prous. Sie nimmt „eau de Sedlitz“ (Sedlitzer Wasser).;;;;"Kleve; Sedlitz = Sedlec (ehem. Böhmen)";"https://www.geonames.org/2887835; https://www.geonames.org/3066313";Reise/Mobilität;;;Schloss Dyck;"Original: C09/S74/041-043(https://constance-de-salm.de/archiv/#/document/3883); Abschrift: C02/S09/262-263(https://constance-de-salm.de/archiv/#/document/2081)";"CdS-b1-06km-0.jpg (CdS/02_1/159); CdS-b1-06km-1.jpg (CdS/02_1/160)";main1;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/8698;CdS/02_1/159-160;neutral;https://www.geonames.org/2894637;51.1, 6.5
CdS-b1-06kb;Grandmaison, Monsieur de (Directeur de l'Athénée des étrangers);;;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1806-12-24;;Paris;2.3488;48.85341;;;vollständig;;1;Madame! Il m’a été impossible de répondre à votre lettre d’hier soir;Verspätete Antwort auf CdS’ gestrigen Brief. Großer Erfolg der Lesung ihrer Épître. Misserfolg der Lesung Saint Merys. Vorwiegend weibliches Publikum. Bedauern, CdS nicht bei sich empfangen zu haben.;Moreau de Saint Méry, Mérédic Louis Élie;http://d-nb.info/gnd/100312055;http://viaf.org/viaf/32008205;;;CdS: Épître à un jeune auteur (1806);;;Schloss Dyck;Abschrift: C02/S09/240(https://constance-de-salm.de/archiv/#/document/2065);CdS-b1-06kb-0.jpg (CdS/02_1/153);main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/8686;CdS/02_1/153;négatif;https://www.geonames.org/2988507;48.85341, 2.3488
CdS-b1-06kh;;;;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1807-04-10;;Paris;2.3488;48.85341;;;vollständig;;1;Madame! L’Athénée a appris que vous possédiez divers matériaux, destinée à l’Éloge de Monsieur de Lalande.;Materialsammlung CdS’ für eine posthume Würdigung Lalandes. Bitte an CdS, in der öffentlichen Sitzung des Athénée und in dessen Namen einen Nachruf auf Lalande zu halten.;Lefrançois de Lalande, Joseph Jérôme;http://d-nb.info/gnd/104234059;http://viaf.org/viaf/95196947;;;"Gelehrte Gesellschaft; CdS: Éloge historique de M. de Lalande (1810)";;;Schloss Dyck;Abschrift: C02/S09/250(https://constance-de-salm.de/archiv/#/document/2074);CdS-b1-06kh-0.jpg (CdS/02_1/156);main1;;;Female;https://constance-de-salm.de/archiv/#/document/8693;CdS/02_1/156;neutral;https://www.geonames.org/2988507;48.85341, 2.3488
CdS-b1-06jh;;;;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1803-05-16;26 floréal an XI;Paris;2.3488;48.85341;;;vollständig;;1;C’est avec une véritable satisfaction, Madame, que je vous transmets le résultat de la séance;Erfreuliches Ergebnis der heutigen Sitzung: CdS erhält ihre bisherige Mitgliedschaft in der Sektion Geschichte und Literatur des Athénée zurück. Ihr öffentlich verlesener Brief an den Präsidenten, zusammen mit den Anweisungen, die sie ihm, Le Blond erteilt hat, haben zu diesem Entschluss der Versammlung geführt.;Des Essarts, Monsieur;;;;;"Gelehrte Gesellschaft; Emanzipation/Frau";;;Schloss Dyck;;CdS-b1-06jh-0.jpg (CdS/02_1/129);main1;;;Female;https://constance-de-salm.de/archiv/#/document/8655;CdS/02_1/129;positif;https://www.geonames.org/2988507;48.85341, 2.3488
CdS-b1-06k0;Lebrun, F.;;;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1806-05-06;;Rennes;-1.67429;48.11198;;;vollständig;;1;Madame! La Société des sciences et arts de Rennes a reçu avec reconnaissance;Danke für Zusendung der Exemplare von CdS’ „Épître à un jeune auteur“. Beiliegend Protokoll der letzten Sitzung.;;;;;;CdS: Épître à un jeune auteur (1806);;;Schloss Dyck;Abschrift: C02/S09/222(https://constance-de-salm.de/archiv/#/document/1804);CdS-b1-06k0-0.jpg (CdS/02_1/143);main1;;;Female;https://constance-de-salm.de/archiv/#/document/8674;CdS/02_1/143;neutral;https://www.geonames.org/2983990;48.11198, -1.67429
